# MSE: 0.02457825861702668, 0.024264854684183223, 0.024423105725114642
# ATE, linear, probit, logit
0.20486815415821502, 0.34269334382536015, 0.381175461777031, 0.2680009807599274
0.1876267748478702, 0.1702461634392678, 0.15168400583746133, 0.14600896260488266
0.20689655172413793, 0.24516951419601868, 0.24777218053887495, 0.19461855538794767
0.18661257606490872, 0.30951290684511557, 0.3386378321380867, 0.22123202174084683
0.1926977687626775, 0.16745843832578722, 0.16679897489202855, 0.2761317841716341
0.1815415821501014, 0.23836688323809707, 0.20080740272287634, 0.12435440477784869
0.20081135902636918, 0.11744743810447882, 0.22605945152755236, 0.34669934292668003
0.20385395537525355, 0.16198193216375487, 0.1967550786130121, 0.34717046991712114
0.19878296146044624, 0.18173611711549081, 0.05872497724625514, 0.2638690127057827
0.21095334685598377, 0.1311593919528893, 0.28857146149468615, 0.288820730659444
0.18661257606490872, 0.28487458011278693, 0.16115036547316963, 0.17888711768172733
0.18255578093306288, 0.24714389636036477, 0.17466765435196674, 0.16251220620648252
0.1926977687626775, 0.20175461285451077, 0.3037582885055366, 0.1865284045712873
0.1845841784989858, 0.16982050332614315, 0.20334846605713686, 0.13457141517211726
0.16835699797160245, 0.20126045613227456, 0.32498848125179614, 0.15799567250941415
0.19675456389452334, 0.23299703041897132, 0.15116494950454318, 0.23579972668510732
0.1845841784989858, 0.33603160288090367, 0.19970142091798126, 0.2936125029251114
0.18052738336713997, 0.276704113551468, 0.09533307351394982, 0.14170846377826
0.20689655172413793, 0.3749156604188188, 0.22449109907834064, 0.1932650804560683
0.19066937119675456, 0.27756400600158576, 0.19908216607697915, 0.17111507941367748
0.1926977687626775, 0.2730425174076725, 0.3131814196636549, 0.2764170440117184
0.19776876267748478, 0.1040147430454259, 0.2978767983462808, 0.12121879805756317
0.18864097363083165, 0.24847912924085383, 0.28718412472433497, 0.3038839778235147
0.20081135902636918, 0.2795151415484812, 0.3195107653808624, 0.0641582925670023
0.20182555780933062, 0.30584250988449396, 0.22372142722896293, 0.1993185213344907
0.18559837728194725, 0.23844132595408718, 0.31586183730530176, 0.22093407276620908
0.17748478701825557, 0.33205302405654, 0.11936677175799093, 0.16606441984119463
0.21703853955375255, 0.26376682814580826, 0.2528749806532151, 0.2962685558671585
0.2028397565922921, 0.2957601797058712, 0.29448007820815986, 0.2169030584483036
0.19675456389452334, 0.11745153324572916, 0.23303955772404106, 0.2596146623646693
0.21095334685598377, 0.34658057658711683, 0.13874508694382848, 0.22998509133970974
0.16328600405679514, 0.23659666361387943, 0.36489816765311434, 0.17276619666203946
0.19168356997971603, 0.23382138432163202, 0.1437468609608331, 0.27001944361058355
0.19066937119675456, 0.19667532397744691, 0.3399981571308495, 0.24925326051147573
0.19878296146044624, 0.21572802009028255, 0.34196288614355225, 0.28419613264617255
0.1815415821501014, 0.28787185471445365, 0.20596255133706376, 0.08359492014658745
0.18864097363083165, 0.1940109241044241, 0.26773924655149395, 0.11751801667249841
0.20081135902636918, 0.3134538473950243, 0.2809052420277194, 0.19117866371526582
0.17038539553752535, 0.203065451117556, 0.228628573696106, 0.35439304635846175
0.1896551724137931, 0.11457472675169628, 0.23954387367350982, 0.19665146108183285
0.17545638945233266, 0.26866688320970883, 0.20357361102299343, 0.2798653202656747
